run_id,run_started_at,run_url,git_sha,sf,test,runner,cpu,mem_gb,python,engine,engine_version,engine_status,run_type,phase,query,dur,rows,status,error
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,chdb_iceberg,4.4.0,ok,cold,query,14,1.7276,1,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,chdb_iceberg,4.4.0,ok,cold,query,15,2.3079,1,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,chdb_iceberg,4.4.0,ok,cold,query,16,1.4864,27840,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,chdb_iceberg,4.4.0,ok,cold,query,17,4.4217,1,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,chdb_iceberg,4.4.0,ok,cold,query,18,3.2414,100,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,chdb_iceberg,4.4.0,ok,cold,query,19,2.5158,1,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,chdb_iceberg,4.4.0,ok,cold,query,20,3.3252,1804,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,chdb_iceberg,4.4.0,ok,cold,query,21,9.131,100,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,chdb_iceberg,4.4.0,ok,cold,query,22,2.6942,7,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,chdb_iceberg,4.4.0,ok,warm,query,1,3.0878,4,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,chdb_iceberg,4.4.0,ok,warm,query,2,4.9007,10,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,chdb_iceberg,4.4.0,ok,warm,query,3,3.7364,10,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,chdb_iceberg,4.4.0,ok,warm,query,4,2.6522,5,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,chdb_iceberg,4.4.0,ok,warm,query,5,5.2832,5,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,chdb_iceberg,4.4.0,ok,warm,query,6,1.0238,1,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,chdb_iceberg,4.4.0,ok,warm,query,7,27.227,9,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,chdb_iceberg,4.4.0,ok,warm,query,8,7.7498,2,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,chdb_iceberg,4.4.0,ok,warm,query,9,7.8488,175,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,chdb_iceberg,4.4.0,ok,warm,query,10,4.2378,20,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,chdb_iceberg,4.4.0,ok,warm,query,11,2.2811,8685,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,chdb_iceberg,4.4.0,ok,warm,query,12,2.4203,2,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,chdb_iceberg,4.4.0,ok,warm,query,13,3.715,46,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,chdb_iceberg,4.4.0,ok,warm,query,14,1.7605,1,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,chdb_iceberg,4.4.0,ok,warm,query,15,2.5851,1,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,chdb_iceberg,4.4.0,ok,warm,query,16,1.7801,27840,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,chdb_iceberg,4.4.0,ok,warm,query,17,4.1228,1,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,chdb_iceberg,4.4.0,ok,warm,query,18,3.1016,100,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,chdb_iceberg,4.4.0,ok,warm,query,19,2.4277,1,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,chdb_iceberg,4.4.0,ok,warm,query,20,2.782,1804,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,chdb_iceberg,4.4.0,ok,warm,query,21,8.9683,100,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,chdb_iceberg,4.4.0,ok,warm,query,22,2.0281,7,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,duckdb_iceberg,2.0.0.dev2609121639,ok,cold,setup,0,7.1652,,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,duckdb_iceberg,2.0.0.dev2609121639,ok,cold,query,1,7.3023,4,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,duckdb_iceberg,2.0.0.dev2609121639,ok,cold,query,2,2.5543,10,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,duckdb_iceberg,2.0.0.dev2609121639,ok,cold,query,3,3.4405,10,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,duckdb_iceberg,2.0.0.dev2609121639,ok,cold,query,4,1.6374,5,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,duckdb_iceberg,2.0.0.dev2609121639,ok,cold,query,5,1.9191,5,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,duckdb_iceberg,2.0.0.dev2609121639,ok,cold,query,6,0.4643,1,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,duckdb_iceberg,2.0.0.dev2609121639,ok,cold,query,7,0.9082,9,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,duckdb_iceberg,2.0.0.dev2609121639,ok,cold,query,8,1.9761,2,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,duckdb_iceberg,2.0.0.dev2609121639,ok,cold,query,9,2.0941,175,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,duckdb_iceberg,2.0.0.dev2609121639,ok,cold,query,10,1.4276,20,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,duckdb_iceberg,2.0.0.dev2609121639,ok,cold,query,11,0.1455,8685,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,duckdb_iceberg,2.0.0.dev2609121639,ok,cold,query,12,0.6659,2,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,duckdb_iceberg,2.0.0.dev2609121639,ok,cold,query,13,1.7122,46,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,duckdb_iceberg,2.0.0.dev2609121639,ok,cold,query,14,0.7687,1,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,duckdb_iceberg,2.0.0.dev2609121639,ok,cold,query,15,0.5809,1,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,duckdb_iceberg,2.0.0.dev2609121639,ok,cold,query,16,0.244,27840,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,duckdb_iceberg,2.0.0.dev2609121639,ok,cold,query,17,2.4743,1,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,duckdb_iceberg,2.0.0.dev2609121639,ok,cold,query,18,1.3348,100,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,duckdb_iceberg,2.0.0.dev2609121639,ok,cold,query,19,0.8914,1,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,duckdb_iceberg,2.0.0.dev2609121639,ok,cold,query,20,1.0642,1804,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,duckdb_iceberg,2.0.0.dev2609121639,ok,cold,query,21,3.8442,100,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,duckdb_iceberg,2.0.0.dev2609121639,ok,cold,query,22,0.4977,7,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,duckdb_iceberg,2.0.0.dev2609121639,ok,warm,query,1,1.2336,4,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,duckdb_iceberg,2.0.0.dev2609121639,ok,warm,query,2,0.3282,10,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,duckdb_iceberg,2.0.0.dev2609121639,ok,warm,query,3,0.8413,10,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,duckdb_iceberg,2.0.0.dev2609121639,ok,warm,query,4,0.4522,5,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,duckdb_iceberg,2.0.0.dev2609121639,ok,warm,query,5,1.0309,5,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,duckdb_iceberg,2.0.0.dev2609121639,ok,warm,query,6,0.5141,1,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,duckdb_iceberg,2.0.0.dev2609121639,ok,warm,query,7,0.9446,9,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,duckdb_iceberg,2.0.0.dev2609121639,ok,warm,query,8,1.0975,2,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,duckdb_iceberg,2.0.0.dev2609121639,ok,warm,query,9,2.1183,175,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,duckdb_iceberg,2.0.0.dev2609121639,ok,warm,query,10,1.2898,20,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,duckdb_iceberg,2.0.0.dev2609121639,ok,warm,query,11,0.1477,8685,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,duckdb_iceberg,2.0.0.dev2609121639,ok,warm,query,12,0.53,2,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,duckdb_iceberg,2.0.0.dev2609121639,ok,warm,query,13,1.5186,46,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,duckdb_iceberg,2.0.0.dev2609121639,ok,warm,query,14,0.7738,1,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,duckdb_iceberg,2.0.0.dev2609121639,ok,warm,query,15,0.5848,1,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,duckdb_iceberg,2.0.0.dev2609121639,ok,warm,query,16,0.2419,27840,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,duckdb_iceberg,2.0.0.dev2609121639,ok,warm,query,17,2.5518,1,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,duckdb_iceberg,2.0.0.dev2609121639,ok,warm,query,18,1.044,100,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,duckdb_iceberg,2.0.0.dev2609121639,ok,warm,query,19,0.8356,1,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,duckdb_iceberg,2.0.0.dev2609121639,ok,warm,query,20,1.082,1804,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,duckdb_iceberg,2.0.0.dev2609121639,ok,warm,query,21,3.9248,100,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,duckdb_iceberg,2.0.0.dev2609121639,ok,warm,query,22,0.5152,7,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,lakesail_iceberg,0.7.1,ok,cold,setup,0,1.9729,,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,lakesail_iceberg,0.7.1,ok,cold,query,1,12.4197,4,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,lakesail_iceberg,0.7.1,ok,cold,query,2,33.2256,10,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,lakesail_iceberg,0.7.1,ok,cold,query,3,10.693,10,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,lakesail_iceberg,0.7.1,ok,cold,query,4,6.0918,5,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,lakesail_iceberg,0.7.1,ok,cold,query,5,11.1886,5,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,lakesail_iceberg,0.7.1,ok,cold,query,6,5.4143,1,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,lakesail_iceberg,0.7.1,ok,cold,query,7,11.3258,9,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,lakesail_iceberg,0.7.1,ok,cold,query,8,13.7026,2,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,lakesail_iceberg,0.7.1,ok,cold,query,9,12.8973,175,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,lakesail_iceberg,0.7.1,ok,cold,query,10,10.0114,20,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,lakesail_iceberg,0.7.1,ok,cold,query,11,5.725,8685,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,lakesail_iceberg,0.7.1,ok,cold,query,12,6.7113,2,ok,
35515861490-1,2026-09-20T14:14:31Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35515861490,8f95d7b,10,tpch,linux-6.17.0-1022-azure,4,15.6,3.12.14,lakesail_iceberg,0.7.1,ok,cold,query,13,4.3361,46,ok,
