run_id,run_started_at,run_url,git_sha,sf,test,runner,cpu,mem_gb,python,engine,engine_version,engine_status,run_type,phase,query,dur,rows,status,error
35551660935-1,2026-09-21T01:40:46Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35551660935,3b6a649,1000,etl,linux-6.17.0-1022-azure,4,15.6,3.12.14,daft_iceberg,0.7.25,ok,cold,setup,0,1.2829,,ok,
35551660935-1,2026-09-21T01:40:46Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35551660935,3b6a649,1000,etl,linux-6.17.0-1022-azure,4,15.6,3.12.14,daft_iceberg,0.7.25,ok,cold,load,1,709.6087,149146763,ok,
35551660935-1,2026-09-21T01:40:46Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35551660935,3b6a649,1000,etl,linux-6.17.0-1022-azure,4,15.6,3.12.14,duckdb_iceberg,2.0.0.dev2609121639,ok,cold,setup,0,3.4817,,ok,
35551660935-1,2026-09-21T01:40:46Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35551660935,3b6a649,1000,etl,linux-6.17.0-1022-azure,4,15.6,3.12.14,duckdb_iceberg,2.0.0.dev2609121639,ok,cold,load,1,516.866,149146763,ok,
35551660935-1,2026-09-21T01:40:46Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35551660935,3b6a649,1000,etl,linux-6.17.0-1022-azure,4,15.6,3.12.14,lakesail_iceberg,0.7.1,ok,cold,setup,0,0.6086,,ok,
35551660935-1,2026-09-21T01:40:46Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35551660935,3b6a649,1000,etl,linux-6.17.0-1022-azure,4,15.6,3.12.14,lakesail_iceberg,0.7.1,ok,cold,load,1,627.2929,149146763,ok,
35551660935-1,2026-09-21T01:40:46Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35551660935,3b6a649,1000,etl,linux-6.17.0-1022-azure,4,15.6,3.12.14,polars_iceberg,2.0.0-rc.2,ok,cold,setup,0,1.4391,,ok,
35551660935-1,2026-09-21T01:40:46Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35551660935,3b6a649,1000,etl,linux-6.17.0-1022-azure,4,15.6,3.12.14,polars_iceberg,2.0.0-rc.2,ok,cold,load,1,454.7495,149146763,ok,
35551660935-1,2026-09-21T01:40:46Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35551660935,3b6a649,1000,etl,linux-6.17.0-1022-azure,4,15.6,3.12.14,pyspark_iceberg,4.1.3,ok,cold,setup,0,13.0205,,ok,
35551660935-1,2026-09-21T01:40:46Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35551660935,3b6a649,1000,etl,linux-6.17.0-1022-azure,4,15.6,3.12.14,pyspark_iceberg,4.1.3,ok,cold,load,1,873.1055,149146763,ok,
35560496228-1,2026-09-21T04:19:14Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35560496228,1348300,1000,etl,linux-6.17.0-1022-azure,4,15.6,3.12.14,chdb_iceberg,4.4.0,ok,cold,setup,0,1.3384,,ok,
35560496228-1,2026-09-21T04:19:14Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35560496228,1348300,1000,etl,linux-6.17.0-1022-azure,4,15.6,3.12.14,chdb_iceberg,4.4.0,ok,cold,load,1,926.7327,149146763,ok,
35560496228-1,2026-09-21T04:19:14Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35560496228,1348300,1000,etl,linux-6.17.0-1022-azure,4,15.6,3.12.14,daft_iceberg,0.7.25,ok,cold,setup,0,1.7031,,ok,
35560496228-1,2026-09-21T04:19:14Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35560496228,1348300,1000,etl,linux-6.17.0-1022-azure,4,15.6,3.12.14,daft_iceberg,0.7.25,ok,cold,load,1,914.8078,149146763,ok,
35560496228-1,2026-09-21T04:19:14Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35560496228,1348300,1000,etl,linux-6.17.0-1022-azure,4,15.6,3.12.14,duckdb_iceberg,2.0.0.dev2609121639,ok,cold,setup,0,5.1778,,ok,
35560496228-1,2026-09-21T04:19:14Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35560496228,1348300,1000,etl,linux-6.17.0-1022-azure,4,15.6,3.12.14,duckdb_iceberg,2.0.0.dev2609121639,ok,cold,load,1,560.9973,149146763,ok,
35560496228-1,2026-09-21T04:19:14Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35560496228,1348300,1000,etl,linux-6.17.0-1022-azure,4,15.6,3.12.14,lakesail_iceberg,0.7.1,ok,cold,setup,0,0.7377,,ok,
35560496228-1,2026-09-21T04:19:14Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35560496228,1348300,1000,etl,linux-6.17.0-1022-azure,4,15.6,3.12.14,lakesail_iceberg,0.7.1,ok,cold,load,1,611.2248,149146763,ok,
35560496228-1,2026-09-21T04:19:14Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35560496228,1348300,1000,etl,linux-6.17.0-1022-azure,4,15.6,3.12.14,polars_iceberg,2.0.0-rc.2,ok,cold,setup,0,1.5161,,ok,
35560496228-1,2026-09-21T04:19:14Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35560496228,1348300,1000,etl,linux-6.17.0-1022-azure,4,15.6,3.12.14,polars_iceberg,2.0.0-rc.2,ok,cold,load,1,478.08,149146763,ok,
35560496228-1,2026-09-21T04:19:14Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35560496228,1348300,1000,etl,linux-6.17.0-1022-azure,4,15.6,3.12.14,pyspark_iceberg,4.1.3,ok,cold,setup,0,21.4711,,ok,
35560496228-1,2026-09-21T04:19:14Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35560496228,1348300,1000,etl,linux-6.17.0-1022-azure,4,15.6,3.12.14,pyspark_iceberg,4.1.3,ok,cold,load,1,1155.4099,149146763,ok,
35580753996-1,2026-09-21T08:59:36Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35580753996,bb9d5c9,1000,etl,linux-6.17.0-1022-azure,4,15.6,3.12.14,chdb_iceberg,4.4.0,ok,cold,setup,0,2.2779,,ok,
35580753996-1,2026-09-21T08:59:36Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35580753996,bb9d5c9,1000,etl,linux-6.17.0-1022-azure,4,15.6,3.12.14,chdb_iceberg,4.4.0,ok,cold,load,1,768.207,149146763,ok,
35580753996-1,2026-09-21T08:59:36Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35580753996,bb9d5c9,1000,etl,linux-6.17.0-1022-azure,4,15.6,3.12.14,daft_iceberg,0.7.25,ok,cold,setup,0,1.7692,,ok,
35580753996-1,2026-09-21T08:59:36Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35580753996,bb9d5c9,1000,etl,linux-6.17.0-1022-azure,4,15.6,3.12.14,daft_iceberg,0.7.25,ok,cold,load,1,649.3427,149146763,ok,
35580753996-1,2026-09-21T08:59:36Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35580753996,bb9d5c9,1000,etl,linux-6.17.0-1022-azure,4,15.6,3.12.14,duckdb_iceberg,2.0.0.dev2609121639,ok,cold,setup,0,5.2731,,ok,
35580753996-1,2026-09-21T08:59:36Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35580753996,bb9d5c9,1000,etl,linux-6.17.0-1022-azure,4,15.6,3.12.14,duckdb_iceberg,2.0.0.dev2609121639,ok,cold,load,1,414.2849,149146763,ok,
35580753996-1,2026-09-21T08:59:36Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35580753996,bb9d5c9,1000,etl,linux-6.17.0-1022-azure,4,15.6,3.12.14,lakesail_iceberg,0.7.1,ok,cold,setup,0,0.7639,,ok,
35580753996-1,2026-09-21T08:59:36Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35580753996,bb9d5c9,1000,etl,linux-6.17.0-1022-azure,4,15.6,3.12.14,lakesail_iceberg,0.7.1,ok,cold,load,1,815.0493,149146763,ok,
35580753996-1,2026-09-21T08:59:36Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35580753996,bb9d5c9,1000,etl,linux-6.17.0-1022-azure,4,15.6,3.12.14,polars_iceberg,2.0.0-rc.2,ok,cold,setup,0,0.952,,ok,
35580753996-1,2026-09-21T08:59:36Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35580753996,bb9d5c9,1000,etl,linux-6.17.0-1022-azure,4,15.6,3.12.14,polars_iceberg,2.0.0-rc.2,ok,cold,load,1,479.6875,149146763,ok,
35580753996-1,2026-09-21T08:59:36Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35580753996,bb9d5c9,1000,etl,linux-6.17.0-1022-azure,4,15.6,3.12.14,pyspark_iceberg,4.1.3 + iceberg Apache Iceberg 1.11.0 (commit 6976e020b894f6a6777704df2b8c4458cb291ae9),ok,cold,setup,0,11.6718,,ok,
35580753996-1,2026-09-21T08:59:36Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35580753996,bb9d5c9,1000,etl,linux-6.17.0-1022-azure,4,15.6,3.12.14,pyspark_iceberg,4.1.3 + iceberg Apache Iceberg 1.11.0 (commit 6976e020b894f6a6777704df2b8c4458cb291ae9),ok,cold,load,1,918.1503,149146763,ok,
35591414961-1,2026-09-21T11:30:21Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35591414961,44dd28a,100,etl,linux-6.17.0-1022-azure,4,15.6,3.12.14,chdb_iceberg,4.4.0,ok,cold,setup,0,1.8138,,ok,
35591414961-1,2026-09-21T11:30:21Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35591414961,44dd28a,100,etl,linux-6.17.0-1022-azure,4,15.6,3.12.14,chdb_iceberg,4.4.0,ok,cold,load,1,76.0036,13876896,ok,
35591414961-1,2026-09-21T11:30:21Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35591414961,44dd28a,100,etl,linux-6.17.0-1022-azure,4,15.6,3.12.14,daft_iceberg,0.7.25,ok,cold,setup,0,1.8624,,ok,
35591414961-1,2026-09-21T11:30:21Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35591414961,44dd28a,100,etl,linux-6.17.0-1022-azure,4,15.6,3.12.14,daft_iceberg,0.7.25,ok,cold,load,1,78.7569,13876896,ok,
35591414961-1,2026-09-21T11:30:21Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35591414961,44dd28a,100,etl,linux-6.17.0-1022-azure,4,15.6,3.12.14,duckdb_iceberg,2.0.0.dev2609121639,ok,cold,setup,0,4.0507,,ok,
35591414961-1,2026-09-21T11:30:21Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35591414961,44dd28a,100,etl,linux-6.17.0-1022-azure,4,15.6,3.12.14,duckdb_iceberg,2.0.0.dev2609121639,ok,cold,load,1,35.7943,13876896,ok,
35591414961-1,2026-09-21T11:30:21Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35591414961,44dd28a,100,etl,linux-6.17.0-1022-azure,4,15.6,3.12.14,lakesail_iceberg,0.7.1,ok,cold,setup,0,0.6196,,ok,
35591414961-1,2026-09-21T11:30:21Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35591414961,44dd28a,100,etl,linux-6.17.0-1022-azure,4,15.6,3.12.14,lakesail_iceberg,0.7.1,ok,cold,load,1,76.0313,13876896,ok,
35591414961-1,2026-09-21T11:30:21Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35591414961,44dd28a,100,etl,linux-6.17.0-1022-azure,4,15.6,3.12.14,polars_iceberg,2.0.0-rc.2,ok,cold,setup,0,1.5371,,ok,
35591414961-1,2026-09-21T11:30:21Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35591414961,44dd28a,100,etl,linux-6.17.0-1022-azure,4,15.6,3.12.14,polars_iceberg,2.0.0-rc.2,ok,cold,load,1,53.2418,13876896,ok,
35591414961-1,2026-09-21T11:30:21Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35591414961,44dd28a,100,etl,linux-6.17.0-1022-azure,4,15.6,3.12.14,pyspark_iceberg,4.1.3 + iceberg Apache Iceberg 1.11.0 (commit 6976e020b894f6a6777704df2b8c4458cb291ae9),ok,cold,setup,0,16.7398,,ok,
35591414961-1,2026-09-21T11:30:21Z,https://github.com/djouallah/onelake-iceberg/actions/runs/35591414961,44dd28a,100,etl,linux-6.17.0-1022-azure,4,15.6,3.12.14,pyspark_iceberg,4.1.3 + iceberg Apache Iceberg 1.11.0 (commit 6976e020b894f6a6777704df2b8c4458cb291ae9),ok,cold,load,1,124.3395,13876896,ok,
36220149538-1,2026-09-26T05:14:57Z,https://github.com/djouallah/lakehouse_benchmark/actions/runs/36220149538,6f30d64,1000,etl,linux-6.17.0-1022-azure,4,15.6,3.12.14,pyspark_gluten_iceberg,4.1.1 + iceberg Apache Iceberg 1.11.0 (commit 6976e020b894f6a6777704df2b8c4458cb291ae9),ok,cold,setup,0,57.0426,,ok,
36220149538-1,2026-09-26T05:14:57Z,https://github.com/djouallah/lakehouse_benchmark/actions/runs/36220149538,6f30d64,1000,etl,linux-6.17.0-1022-azure,4,15.6,3.12.14,pyspark_gluten_iceberg,4.1.1 + iceberg Apache Iceberg 1.11.0 (commit 6976e020b894f6a6777704df2b8c4458cb291ae9),ok,cold,load,1,728.8141,149146763,ok,
